,r,xi,varxi,sig
0,0.011101968303483013,0.05059602343490912,17847.12766884065,133.59314229720272
1,0.013521770189386368,-23865.9776,0.0,0.0
2,0.01663820611310453,-28507.105600000003,0.0,0.0
3,0.020049278268111835,-0.0320185534588462,8923.563834420325,94.46461683837143
4,0.024440330810814266,0.5661990110027538,2974.5212781401087,54.5391719605286
5,0.029788597971085892,0.11872847223806289,3569.4255337681307,59.744669500869534
6,0.03628835079581173,0.4745130159140394,1372.855974526204,37.05207112330165
7,0.044214513783354496,0.39086019221701335,1049.8310393435677,32.40109626761983
8,0.053856872543571584,0.25974642388931346,811.2330758563932,28.482153637960614
9,0.06560618402320412,0.285466314081905,524.9155196717838,22.911034888712116
10,0.07993469949711553,0.215470197357788,379.7261206136309,19.48656256535849
11,0.09741403584269419,0.16312499630803168,262.4577598358919,16.200548133809914
12,0.11866683948393152,0.28854636799020916,151.24684465119196,12.298245592408373
13,0.1445932353105308,0.2542141545744003,108.82394920024787,10.431871797537001
14,0.17614356096250305,0.2616751678973709,72.54929946683191,8.517587655365332
15,0.2145994606858759,0.2530490666906036,48.629775664415945,6.973505263812163
16,0.26146086627809434,0.21865626314252015,34.25552335669991,5.852821828545604
17,0.3185509468279025,0.2308758503371288,22.562740415727752,4.750025306851296
18,0.388076059674866,0.2528179336179806,14.749692288298057,3.8405328130739953
19,0.4727877220931797,0.22519219940788732,10.316258768115983,3.211893330749946
20,0.575949062042787,0.2068891825442605,7.070969757860797,2.659129511298913
21,0.7017376156121942,0.1714172659311895,5.003399963229787,2.23682810319206
22,0.8549657789584029,0.21272778480044705,3.219178872446005,1.7942070316566048
23,1.041562808985154,0.19060922278538717,2.2463345083499875,1.4987776714209442
24,1.2689497217585155,0.19366585202631334,1.5134945445081964,1.2302416610195723
25,1.5459721813991614,0.19026540695613367,1.0328198882430932,1.0162774661691034
26,1.8835728352111165,0.1964483299111124,0.6963917460918,0.8345008963996384
27,2.294565513466023,0.197149646126581,0.47363731506171947,0.6882131320032475
28,2.7954638337998152,0.19615004265631142,0.32436348494857786,0.569529178311856
29,3.4057123230169237,0.18213045177533152,0.22522308458696969,0.4745767425685436
30,4.149199204898177,0.18902117604532162,0.1536056018594059,0.39192550549741706
31,5.055053106969694,0.18528874370828702,0.10635952126841866,0.32612807494666674
32,6.158112050757084,0.19022358976301565,0.07333361138370396,0.2708017935385657
33,7.5034818492211555,0.1904502401462957,0.05110758853299232,0.22606987533281014
34,9.143231326344967,0.19010151494500316,0.03603871335997595,0.18983865085902804
