,r,xi,varxi,sig
0,0.011771647092172934,-0.018275047983756103,0.868199032377098,0.9317719851858061
1,0.014255477983881925,1.8024642332910725,0.5930208569216204,0.7700784745216688
2,0.01653782999742387,-0.19638559006430745,0.4007500088136413,0.6330481883819282
3,0.020878927782101566,0.09608173944757102,0.2698671629093725,0.5194874039949117
4,0.024621610796263193,0.6445254827430019,0.1816660604775936,0.42622301730149864
5,0.02999871113704891,0.20212042007733771,0.1228262386428399,0.35046574532019514
6,0.03480539309866345,0.5563130596399712,0.08282810304143916,0.2877987196660874
7,0.044808928957892555,0.6117120063148208,0.05602946406167592,0.23670543733018876
8,0.05328032547550931,0.15976479580531683,0.03791086294543887,0.19470712094178494
9,0.06497163458072418,0.3057940071953634,0.02566996289236592,0.16021848486478057
10,0.08025731608316795,0.6157080178825394,0.017362317792539023,0.13176614812818588
11,0.09672073698285671,0.2396108575621573,0.011768439307292744,0.10848243778277082
12,0.11914621030714993,0.192286297738261,0.008001293478703908,0.08944994957351238
13,0.14405766684467433,0.38763819394330856,0.005446895648020865,0.07380308698164911
14,0.17617460836397816,0.15651230291506182,0.0037230311684419894,0.0610166466502543
15,0.21396909425451105,0.23932284323299566,0.002547095250527567,0.05046875519098492
16,0.2608885544823788,0.27275929983566194,0.0017496839123685819,0.041829223186291446
17,0.3186967777510115,0.15045416118974622,0.0012103598242378816,0.034790225987163144
18,0.38766651374391364,0.148554443934272,0.0008397771926691489,0.028978909445821953
19,0.472104010071256,0.08518785002962194,0.0005890071557578733,0.024269469622508713
20,0.5743030130315504,0.09227287866995064,0.00041832351717713295,0.020452958641163213
21,0.6994414400050599,0.08120432789311986,0.0002992333644939877,0.017298363058219923
22,0.8522383212791833,0.05313953413870788,0.0002194230189793815,0.014812934178594783
23,1.0380826132184509,0.011046609921636827,0.00016447267751067997,0.012824690152618891
24,1.263770766600677,0.00452524303743525,0.00012970318669189908,0.011388730688355884
25,1.5383941301913926,-0.02074559474234558,0.00010652822236088423,0.010321251007551567
26,1.8670712489392567,-0.032324588075854706,9.831287219851993e-05,0.009915284776471118
27,2.2499033635322574,-0.08294971121506113,0.00010935505580622337,0.010457296773364681
28,2.619806022230519,0.0650445630863944,0.00020744515371486536,0.014402956422723266
29,3.377313908791009,0.942688145117018,0.004304657436706466,0.06560988825403123
30,4.114202978752845,0.0,0.0,0.0
31,5.011872336272725,0.0,0.0,0.0
32,6.105402296585329,0.0,0.0,0.0
33,7.437527275659046,0.0,0.0,0.0
34,9.060305822453376,0.0,0.0,0.0
