,r,xi,varxi,sig
0,0.011771647092172934,-0.3022269576908272,0.8642519300961194,0.9296515100273433
1,0.014255477983881925,2.0605453164279295,0.5919944096924805,0.7694117296301639
2,0.01653782999742387,-0.22610948108427975,0.4003040386301283,0.6326958500181018
3,0.020878927782101566,0.0017946191798959145,0.26824318480097425,0.5179219871766155
4,0.024621610796263193,0.6174900342052791,0.18233986687567516,0.4270127244891833
5,0.02999871113704891,0.18248523202126793,0.12266375762387319,0.3502338613325005
6,0.03480539309866345,0.5047221597138442,0.08301869305581415,0.28812964626329957
7,0.044808928957892555,0.5772727814438351,0.056054893729969975,0.23675914708828036
8,0.05328032547550931,0.1852990021964139,0.03790658055876229,0.1946961236356859
9,0.06497163458072418,0.29776226098981046,0.02565834774354025,0.16018223292094616
10,0.08025731608316795,0.5857772528249655,0.01737110371988812,0.13179948300311395
11,0.09672073698285671,0.21988727348494763,0.01179017808896034,0.10858258649046973
12,0.11914621030714993,0.19330431115610053,0.008007696975467325,0.08948573615648096
13,0.14405766684467433,0.39022175737585046,0.005450399818050516,0.07382682316103352
14,0.17617460836397816,0.16770800410768652,0.003725251878829706,0.06103484151556147
15,0.21396909425451105,0.2421062441735248,0.002547134214885836,0.05046914121407096
16,0.2608885544823788,0.2678023994102974,0.0017494174345059977,0.041826037757669535
17,0.3186967777510115,0.1484441398389067,0.0012101107001058428,0.034786645427604006
18,0.38766651374391364,0.14250188001773156,0.0008393934528927877,0.02897228767102777
19,0.472104010071256,0.07641805241889799,0.0005888598097348446,0.024266433807521956
20,0.5743030130315504,0.09688381279708298,0.0004182110324311762,0.020450208615835103
21,0.6994414400050599,0.08723085044747086,0.00029917945766535673,0.017296804839777684
22,0.8522383212791833,0.04782952369027475,0.00021960336273197414,0.014819020302704702
23,1.0380826132184509,0.012399022283351093,0.00016455466485113497,0.01282788621913739
24,1.263770766600677,0.005088767500989716,0.00012982895607082626,0.011394251009646323
25,1.5383941301913926,-0.01944792011298002,0.00010659838464973018,0.010324649371757385
26,1.8670712489392567,-0.035072449666691985,9.81805002314835e-05,0.009908607381034103
27,2.2499033635322574,-0.08429569595330577,0.00010931561591598628,0.010455410843959519
28,2.619806022230519,0.0712311210412668,0.00020717083796977285,0.01439343037534044
29,3.377313908791009,0.9531892761774061,0.004417438775324748,0.06646381553390347
30,4.114202978752845,0.0,0.0,0.0
31,5.011872336272725,0.0,0.0,0.0
32,6.105402296585329,0.0,0.0,0.0
33,7.437527275659046,0.0,0.0,0.0
34,9.060305822453376,0.0,0.0,0.0
