,r,xi,varxi,sig
0,0.011101968303483013,-0.03359590432031122,7.436611041977978e-05,0.00862357874781577
1,0.013521770189386368,-0.09726038720123201,5.0772584931328574e-05,0.007125488399494352
2,0.01663820611310453,0.02921682748234088,3.434781127913531e-05,0.00586070057920854
3,0.020049278268111835,0.3674890974162343,2.3238595310977756e-05,0.004820642624275083
4,0.024440330810814266,0.2857997737987071,1.572673968680191e-05,0.0039656953598079
5,0.029788597971085892,0.21188483468230124,1.0637675575451933e-05,0.0032615449675655146
6,0.03628835079581173,0.1819948814007525,7.184090851703768e-06,0.002680315438843676
7,0.044214513783354496,0.14246208314912095,4.847913076561258e-06,0.0022017976920146996
8,0.053856872543571584,0.11623775286203505,3.271975652240946e-06,0.0018088603186097445
9,0.06560618402320412,0.10030714786903518,2.2085617555429343e-06,0.001486123062045312
10,0.07993469949711553,0.08435575970728139,1.4909860743049286e-06,0.001221059406542093
11,0.09741403584269419,0.07176309291107713,1.0068344769804378e-06,0.0010034114195983808
12,0.11866683948393152,0.06149246069232022,6.80427350926579e-07,0.0008248802039851477
13,0.1445932353105308,0.05213242993675916,4.601030882827741e-07,0.0006783089917454832
14,0.17614356096250305,0.04530796681718389,3.110033896112439e-07,0.0005576767787986549
15,0.2145994606858759,0.038495693652550345,2.1034714997350112e-07,0.000458636184762499
16,0.26146086627809434,0.031581486762153874,1.4219042893935114e-07,0.0003770814619407206
17,0.3185509468279025,0.029644814846418663,9.587292671721771e-08,0.00030963353616366834
18,0.388076059674866,0.02267863795037746,6.468254038794163e-08,0.00025432762411492315
19,0.4727877220931797,0.019173222062634283,4.365466949087125e-08,0.00020893699885580642
20,0.575949062042787,0.015505156764608851,2.955313905883971e-08,0.0001719102645534574
21,0.7017376156121942,0.011185828433408079,2.0044101502329074e-08,0.0001415771927336076
22,0.8549657789584029,0.009867059458850408,1.352490924356535e-08,0.00011629664330308657
23,1.041562808985154,0.008656885281253046,9.16860714810679e-09,9.575284407320124e-05
24,1.2689497217585155,0.00691067510781472,6.203295738671342e-09,7.876100392117499e-05
25,1.5459721813991614,0.004455281291223758,4.2196814868156775e-09,6.495907547691606e-05
26,1.8835728352111165,0.005083546996969231,2.8558062006516904e-09,5.343974364320707e-05
27,2.294565513466023,0.0024721903890929826,1.9440241289884405e-09,4.409108899753374e-05
28,2.7954638337998152,0.002644235616312319,1.3234715375978415e-09,3.637954834241131e-05
29,3.4057123230169237,8.717557714394734e-05,9.013282532732326e-10,3.0022129392720173e-05
30,4.149199204898177,0.0035188763363241424,6.142112579527912e-10,2.4783285858674818e-05
31,5.055053106969694,-0.00031172683424088147,4.211309499481303e-10,2.0521475335563237e-05
32,6.158112050757084,0.0003711366937415049,2.900832433319061e-10,1.7031830298940455e-05
33,7.5034818492211555,0.0015751820888800004,1.994984569179046e-10,1.4124392267205857e-05
34,9.143231326344967,0.002445768393556171,1.3889988767344705e-10,1.1785579649446482e-05
